MNI_X,MNI_Y,MNI_Z,Overlap,Missing,Num_participants
-48,-56,-26,0,1,365
-50,-56,-26,0,1,362
-46,-54,-26,0,1,364
-48,-54,-26,0,1,364
-50,-54,-26,0,1,362
-52,-54,-26,0,1,355
-54,-54,-26,0,1,341
-56,-54,-26,0,1,316
-44,-52,-26,0,1,367
-46,-52,-26,0,1,367
-48,-52,-26,0,1,365
-50,-52,-26,0,1,361
-52,-52,-26,0,1,351
-54,-52,-26,0,1,327
-56,-52,-26,0,1,299
-42,-50,-26,0,1,369
-44,-50,-26,0,1,368
-46,-50,-26,0,1,366
-48,-50,-26,0,1,362
-50,-50,-26,0,1,352
-52,-50,-26,0,1,332
-54,-50,-26,0,1,315
-56,-50,-26,0,1,276
-40,-48,-26,0,1,369
-42,-48,-26,0,1,367
-44,-48,-26,0,1,368
-46,-48,-26,0,1,363
-48,-48,-26,0,1,354
-50,-48,-26,0,1,328
-52,-48,-26,0,1,311
-54,-48,-26,0,1,285
-56,-48,-26,0,1,245
-38,-46,-26,0,1,369
-40,-46,-26,0,1,368
-42,-46,-26,0,1,367
-44,-46,-26,0,1,362
-46,-46,-26,0,1,355
-48,-46,-26,0,1,335
-50,-46,-26,0,1,314
-52,-46,-26,0,1,277
-54,-46,-26,0,1,248
-56,-46,-26,0,1,225
-58,-46,-26,0,1,194
-36,-44,-26,0,1,370
-38,-44,-26,0,1,368
-40,-44,-26,0,1,368
-42,-44,-26,0,1,364
-44,-44,-26,0,1,357
-46,-44,-26,0,1,338
-48,-44,-26,0,1,317
-50,-44,-26,0,1,277
-52,-44,-26,0,1,250
-54,-44,-26,0,1,220
-56,-44,-26,0,1,202
-58,-44,-26,0,1,177
-34,-42,-26,0,1,370
-36,-42,-26,0,1,369
-38,-42,-26,0,1,368
-40,-42,-26,0,1,368
-42,-42,-26,0,1,360
-44,-42,-26,0,1,347
-46,-42,-26,0,1,322
-48,-42,-26,0,1,286
-50,-42,-26,0,1,252
-52,-42,-26,0,1,223
-54,-42,-26,0,1,208
-56,-42,-26,0,1,192
-58,-42,-26,0,1,177
-32,-40,-26,0,1,370
-34,-40,-26,0,1,370
-36,-40,-26,0,1,369
-38,-40,-26,0,1,368
-40,-40,-26,0,1,366
-42,-40,-26,0,1,357
-44,-40,-26,0,1,339
-46,-40,-26,0,1,304
-48,-40,-26,0,1,265
-50,-40,-26,0,1,230
-52,-40,-26,0,1,217
-54,-40,-26,0,1,208
-56,-40,-26,0,1,200
-58,-40,-26,0,1,184
-32,-38,-26,0,1,371
-34,-38,-26,0,1,371
-36,-38,-26,0,1,370
-38,-38,-26,0,1,368
-40,-38,-26,0,1,359
-42,-38,-26,0,1,351
-44,-38,-26,0,1,330
-46,-38,-26,0,1,294
-48,-38,-26,0,1,262
-50,-38,-26,0,1,232
-52,-38,-26,0,1,223
-54,-38,-26,0,1,212
-56,-38,-26,0,1,206
-58,-38,-26,0,1,193
-30,-36,-26,0,1,372
-32,-36,-26,0,1,371
-34,-36,-26,0,1,371
-36,-36,-26,0,1,370
-38,-36,-26,0,1,365
-40,-36,-26,0,1,361
-42,-36,-26,0,1,343
-44,-36,-26,0,1,322
-46,-36,-26,0,1,301
-48,-36,-26,0,1,268
-50,-36,-26,0,1,242
-52,-36,-26,0,1,231
-54,-36,-26,0,1,225
-56,-36,-26,0,1,218
-58,-36,-26,0,1,208
-60,-36,-26,0,1,192
-28,-34,-26,0,1,373
-30,-34,-26,0,1,372
-32,-34,-26,0,1,372
-34,-34,-26,0,1,371
-36,-34,-26,0,1,368
-38,-34,-26,0,1,364
-40,-34,-26,0,1,356
-42,-34,-26,0,1,343
-44,-34,-26,0,1,323
-46,-34,-26,0,1,303
-48,-34,-26,0,1,282
-50,-34,-26,0,1,261
-52,-34,-26,0,1,246
-54,-34,-26,0,1,235
-56,-34,-26,0,1,230
-58,-34,-26,0,1,218
-60,-34,-26,0,1,210
-26,-32,-26,0,1,373
-28,-32,-26,0,1,373
-30,-32,-26,0,1,372
-32,-32,-26,0,1,371
-34,-32,-26,0,1,371
-36,-32,-26,0,1,370
-38,-32,-26,0,1,364
-40,-32,-26,0,1,352
-42,-32,-26,0,1,336
-44,-32,-26,0,1,319
-46,-32,-26,0,1,303
-48,-32,-26,0,1,281
-50,-32,-26,0,1,267
-52,-32,-26,0,1,259
-54,-32,-26,0,1,244
-56,-32,-26,0,1,235
-58,-32,-26,0,1,233
-60,-32,-26,0,1,229
-26,-30,-26,0,1,373
-28,-30,-26,0,1,372
-30,-30,-26,0,1,372
-32,-30,-26,0,1,371
-34,-30,-26,0,1,371
-36,-30,-26,0,1,369
-38,-30,-26,0,1,366
-40,-30,-26,0,1,352
-42,-30,-26,0,1,336
-44,-30,-26,0,1,314
-46,-30,-26,0,1,295
-48,-30,-26,0,1,284
-50,-30,-26,0,1,269
-52,-30,-26,0,1,259
-54,-30,-26,0,1,259
-56,-30,-26,0,1,253
-58,-30,-26,0,1,250
-60,-30,-26,0,1,246
-62,-30,-26,0,1,240
-52,-60,-24,0,1,367
-54,-60,-24,0,1,363
-56,-60,-24,0,1,338
-58,-60,-24,0,1,271
-60,-60,-24,0,1,179
-50,-58,-24,0,1,369
-52,-58,-24,0,1,367
-54,-58,-24,0,1,362
-56,-58,-24,0,1,348
-58,-58,-24,0,1,303
-60,-58,-24,0,1,218
-44,-56,-24,0,1,369
-46,-56,-24,0,1,369
-48,-56,-24,0,1,369
-50,-56,-24,0,1,369
-52,-56,-24,0,1,367
-54,-56,-24,0,1,359
-56,-56,-24,0,1,352
-58,-56,-24,0,1,313
-60,-56,-24,0,1,239
-62,-56,-24,0,1,128
-42,-54,-24,0,1,369
-44,-54,-24,0,1,369
-46,-54,-24,0,1,370
-48,-54,-24,0,1,370
-50,-54,-24,0,1,370
-52,-54,-24,0,1,366
-54,-54,-24,0,1,360
-56,-54,-24,0,1,348
-58,-54,-24,0,1,312
-60,-54,-24,0,1,254
-62,-54,-24,0,1,153
-38,-52,-24,0,1,370
-40,-52,-24,0,1,370
-42,-52,-24,0,1,369
-44,-52,-24,0,1,370
-46,-52,-24,0,1,370
-48,-52,-24,0,1,370
-50,-52,-24,0,1,367
-52,-52,-24,0,1,363
-54,-52,-24,0,1,355
-56,-52,-24,0,1,336
-58,-52,-24,0,1,309
-60,-52,-24,0,1,256
-62,-52,-24,0,1,157
-38,-50,-24,0,1,370
-40,-50,-24,0,1,370
-42,-50,-24,0,1,370
-44,-50,-24,0,1,370
-46,-50,-24,0,1,371
-48,-50,-24,0,1,369
-50,-50,-24,0,1,365
-52,-50,-24,0,1,354
-54,-50,-24,0,1,338
-56,-50,-24,0,1,324
-58,-50,-24,0,1,293
-60,-50,-24,0,1,242
-62,-50,-24,0,1,173
-36,-48,-24,0,1,371
-38,-48,-24,0,1,370
-40,-48,-24,0,1,370
-42,-48,-24,0,1,371
-44,-48,-24,0,1,371
-46,-48,-24,0,1,371
-48,-48,-24,0,1,367
-50,-48,-24,0,1,357
-52,-48,-24,0,1,338
-54,-48,-24,0,1,326
-56,-48,-24,0,1,308
-58,-48,-24,0,1,274
-60,-48,-24,0,1,234
-34,-46,-24,0,1,371
-36,-46,-24,0,1,371
-38,-46,-24,0,1,371
-40,-46,-24,0,1,371
-42,-46,-24,0,1,372
-44,-46,-24,0,1,372
-46,-46,-24,0,1,368
-48,-46,-24,0,1,359
-50,-46,-24,0,1,347
-52,-46,-24,0,1,327
-54,-46,-24,0,1,313
-56,-46,-24,0,1,278
-58,-46,-24,0,1,255
-60,-46,-24,0,1,227
-34,-44,-24,0,1,372
-36,-44,-24,0,1,373
-38,-44,-24,0,1,373
-40,-44,-24,0,1,374
-42,-44,-24,0,1,373
-44,-44,-24,0,1,371
-46,-44,-24,0,1,363
-48,-44,-24,0,1,349
-50,-44,-24,0,1,332
-52,-44,-24,0,1,311
-54,-44,-24,0,1,294
-56,-44,-24,0,1,271
-58,-44,-24,0,1,251
-60,-44,-24,0,1,227
-32,-42,-24,0,1,373
-34,-42,-24,0,1,374
-36,-42,-24,0,1,374
-38,-42,-24,0,1,374
-40,-42,-24,0,1,374
-42,-42,-24,0,1,373
-44,-42,-24,0,1,368
-46,-42,-24,0,1,357
