unique_id,roi,num_nan,num_voxel,pct_nan,exclude
ds001894_sub-0182,Left IFG,67,3567,1.88,FALSE
ds001894_sub-0184,Left IFG,45,3567,1.26,FALSE
ds001894_sub-0185,Left IFG,60,3567,1.68,FALSE
ds001894_sub-0186,Left IFG,54,3567,1.51,FALSE
ds001894_sub-0188,Left IFG,1,3567,0.03,FALSE
ds002236_sub-0001,Left IFG,19,3567,0.53,FALSE
ds002236_sub-0002,Left IFG,190,3567,5.33,FALSE
ds002236_sub-0003,Left IFG,2,3567,0.06,FALSE
ds002236_sub-0004,Left IFG,11,3567,0.31,FALSE
ds002236_sub-0005,Left IFG,1,3567,0.03,FALSE
ds002236_sub-0006,Left IFG,2,3567,0.06,FALSE
ds002236_sub-0007,Left IFG,1,3567,0.03,FALSE
ds002236_sub-0008,Left IFG,0,3567,0,FALSE
ds002236_sub-0009,Left IFG,45,3567,1.26,FALSE
ds002236_sub-0010,Left IFG,38,3567,1.07,FALSE
ds002236_sub-0012,Left IFG,11,3567,0.31,FALSE
ds002236_sub-0013,Left IFG,4,3567,0.11,FALSE
ds002236_sub-0014,Left IFG,33,3567,0.93,FALSE
ds002236_sub-0016,Left IFG,22,3567,0.62,FALSE
ds002236_sub-0017,Left IFG,18,3567,0.5,FALSE
ds002236_sub-0018,Left IFG,2,3567,0.06,FALSE
ds002236_sub-0019,Left IFG,5,3567,0.14,FALSE
ds002236_sub-0021,Left IFG,4,3567,0.11,FALSE
ds002236_sub-0022,Left IFG,0,3567,0,FALSE
ds002236_sub-0023,Left IFG,132,3567,3.7,FALSE
ds002236_sub-0024,Left IFG,5,3567,0.14,FALSE
ds002236_sub-0025,Left IFG,16,3567,0.45,FALSE
ds002236_sub-0026,Left IFG,42,3567,1.18,FALSE
ds002236_sub-0027,Left IFG,57,3567,1.6,FALSE
ds002236_sub-0029,Left IFG,13,3567,0.36,FALSE
ds002236_sub-0030,Left IFG,57,3567,1.6,FALSE
ds002236_sub-0031,Left IFG,50,3567,1.4,FALSE
ds002236_sub-0032,Left IFG,21,3567,0.59,FALSE
ds002236_sub-0033,Left IFG,19,3567,0.53,FALSE
ds002236_sub-0035,Left IFG,0,3567,0,FALSE
ds002236_sub-0036,Left IFG,107,3567,3,FALSE
ds002236_sub-0038,Left IFG,7,3567,0.2,FALSE
ds002236_sub-0041,Left IFG,18,3567,0.5,FALSE
ds002236_sub-0042,Left IFG,82,3567,2.3,FALSE
ds002236_sub-0043,Left IFG,190,3567,5.33,FALSE
ds002236_sub-0044,Left IFG,53,3567,1.49,FALSE
ds002236_sub-0045,Left IFG,49,3567,1.37,FALSE
ds002236_sub-0046,Left IFG,54,3567,1.51,FALSE
ds002236_sub-0047,Left IFG,117,3567,3.28,FALSE
ds002236_sub-0048,Left IFG,259,3567,7.26,FALSE
ds002236_sub-0049,Left IFG,41,3567,1.15,FALSE
ds002236_sub-0050,Left IFG,107,3567,3,FALSE
ds002236_sub-0051,Left IFG,111,3567,3.11,FALSE
ds002236_sub-0052,Left IFG,71,3567,1.99,FALSE
ds002236_sub-0053,Left IFG,103,3567,2.89,FALSE
ds002236_sub-0055,Left IFG,57,3567,1.6,FALSE
ds002236_sub-0056,Left IFG,92,3567,2.58,FALSE
ds002236_sub-0057,Left IFG,81,3567,2.27,FALSE
ds002236_sub-0058,Left IFG,219,3567,6.14,FALSE
ds002236_sub-0059,Left IFG,62,3567,1.74,FALSE
ds002236_sub-0060,Left IFG,73,3567,2.05,FALSE
ds002236_sub-0061,Left IFG,67,3567,1.88,FALSE
ds002236_sub-0062,Left IFG,61,3567,1.71,FALSE
ds002236_sub-0063,Left IFG,186,3567,5.21,FALSE
ds002236_sub-0064,Left IFG,10,3567,0.28,FALSE
ds002236_sub-0065,Left IFG,127,3567,3.56,FALSE
ds002236_sub-0066,Left IFG,72,3567,2.02,FALSE
ds002236_sub-0068,Left IFG,1,3567,0.03,FALSE
